source_dataset,source_split,source_row_id,text,anger,disgust,fear,joy,sadness,surprise,emonoba_disgust_assumption,f5_eligible,original_love,original_class,original_contempt,original_enjoyment,domain,topic,sample_id,processed_text
MONOVAB,NONE,21108,সাধারণ যাত্রীর উপরে কি জুলুম করা হচ্ছে যদি এরকম হত আপনি বিমানে যাবেন টিকিট কাটা লাগবে না বিমানে উঠে ভাড়া দিবেণ আর ভাড়া যা তা থেকে তিন থেকে পাঁচ গুণ বেশি নেয়া হল তাহলে আপনার কাছে কেমন লাগবে ঠিক পরিবহন সেক্টরে এখন তাই হচ্ছে সরকারি নিয়মে ভাড়া যা তা থেকে তিন থেকে পাঁচ গুণ বেশি নেয়া হচ্ছে আর সবচেয়ে দুঃখজনক হলেও সত্য এদের বিরুদ্ধে কোন জায়গায় যে কমপ্লেন করবেন তারও কোন ব্যবস্থা নাই তাই আমি বলবো অবিলম্বে কাউন্টার সার্ভিস চালু করুন ঠিক গুলশান বনানী হাতির ঝিলের মতো এই সুস্থ সিস্টেমটি মরহুম আনিসুল হক সাহেব করে গেছেন কোন ভাবেই ড্রাইভারকে কন্টাকে গাড়ি দেওয়া যাবে না এবং কোনভাবেই যেন গাড়িতে ভাড়া কাটতে না পারে সেদিকে লক্ষ রাখতে হবে,1,0,0,0,0,0,False,False,,,0.0,0.0,,,MON-21108-5eded06d,সাধারণ যাত্রীর উপরে কি জুলুম করা হচ্ছে যদি এরকম হত আপনি বিমানে যাবেন টিকিট কাটা লাগবে না বিমানে উঠে ভাড়া দিবেণ আর ভাড়া যা তা থেকে তিন থেকে পাঁচ গুণ বেশি নেয়া হল তাহলে আপনার কাছে কেমন লাগবে ঠিক পরিবহন সেক্টরে এখন তাই হচ্ছে সরকারি নিয়মে ভাড়া যা তা থেকে তিন থেকে পাঁচ গুণ বেশি নেয়া হচ্ছে আর সবচেয়ে দুঃখজনক হলেও সত্য এদের বিরুদ্ধে কোন জায়গায় যে কমপ্লেন করবেন তারও কোন ব্যবস্থা নাই তাই আমি বলবো অবিলম্বে কাউন্টার সার্ভিস চালু করুন ঠিক গুলশান বনানী হাতির ঝিলের মতো এই সুস্থ সিস্টেমটি মরহুম আনিসুল হক সাহেব করে গেছেন কোন ভাবেই ড্রাইভারকে কন্টাকে গাড়ি দেওয়া যাবে না এবং কোনভাবেই যেন গাড়িতে ভাড়া কাটতে না পারে সেদিকে লক্ষ রাখতে হবে
MONOVAB,NONE,21109,"সড়ক দুর্ঘটনা কেন?

অনেকে বলেন বিচারহীনতার কারনে সড়ক দুর্ঘটনা। আমি মানি না। বিচারহীনতা দুর্ঘটনার ছো্ট্ট অংশ মাত্র। বিচার যতই কঠিন হোক না কেন সড়ক দুর্ঘটনা থাকবেই? মাত্র বছর খানেক আগেও এত দুর্ঘটনা হোত না। বিশেষ করে ঢাকা শহরে ছিটে ফোঁটা হলেও সেটা এখনকার মত মহামারি ছিল না। এখন কেন?

কারন মটর শ্রমিকদের উপর সরকারকে উপেক্ষা করে মাদক সেবন এবং মালিক ও চাদাঁবাজদের চাপিয়ে দেয়া টাকার খর্গ। এক দিকে মালিকরা প্রতিদিন মোটা অংকের টাকা জমা নেয়া অন্যদিকে চাঁদাবাজরা বিভিন্ন খাতে মোটা অংকের চাঁদা আদায় করে । এ সব মেটাতে গিয়ে শ্রমিকদের ভোর ৫ টা থেকে রাত ১২ টা পর্যন্ত বিরামহীন অমানবিক খাটুনী খাটতে হয় এবং কার আগে কে যাত্রী ধরবে তার প্রতিযোগিতা ও প্রবনতাও বেড়ে যায়। তার উপর ওয়ে বিল ও সিটিং সার্ভিসে শুভংকরের ফাঁকি আছে যার মাধ্যমে শ্রমিকদের বাড়তি কামাই আসে। সহজ কথায় বলতে গেলে আপনি সদর ঘাট থেকে উত্তরা যাবেন ভাড়া ৪০ টাকা। আপনি মহাখালী নামলেও চল্লিশ টাকা দিতে হবে আবার ওখান থেকে ঐ সিট খালি যায় না অন্য একজন তুলে নেয় যাকেও ৪০ টাকা বা ৩০ টাকা দিতে হয়। একই গন্তব্যে অতিরিক্ত কামাই (৪০+৩০)৭০ - ৪০ ৩০ টাকা। তার উপর ঐ সিটিং গাড়ীগুলো লোকালের মতই লোক তোলে যাদের ভাড়াও সিটিং এর মত একই। এই ফাঁকি আছে বলে মালিকরা অতিরিক্ত জমা নেয় এবং চাঁদাখোররাও অতিরিক্ত আদায় করে। যার ফলে শ্রমিকরা নিরুপায় হয়ে এক দিকে অতিরিক্ত রোজগারের আনন্দ অন্যদিকে মালিক ও চাদাঁখোরদের চাপে এবং মাদকের টাকা যোগাতে তারা বেপরোয়া হয়ে যায়। যার মাশুল গুনতে হয় যাত্রীদের পকেট থেকে এবং পথচারীদের রক্ত থেকে। যারা বলেন বিচারহীনতার কারনে সড়ক দুর্ঘটনা হয় তারা এসি গাড়ীতে চলে। মুল রহস্য জানে না বা জানলেও স্বীকার করে না করে বিভ্রান্ত পথ দেখায়। কারন একদিকে তারা চাদাঁর ভাগ পায় অন্যদিকে সে নিজে বা তার আত্মীয় স্বজন পরিবহনের মালিক বলে। আর তারাই শ্রমিকদের মাঝে সুকৌশলে মাদক ছড়িয়ে দেয়।

তাই আমি মনে করি মাদক, ওয়েবিল ও সিটিং নামক সরকার অঘোষিত পদ্ধতির পরিবর্তন না হলে সড়কে মরক পড়তেই থাকবে। আর এই পদ্ধতি চালু থাকলে যাত্রীদের পকেট কাটা ও হয়রানী এবং দুর্ঘটনার দায়ভার সরকার ও মালিকদের ঘাড়ে বর্তায়। শ্রমিকদের নয়।

বলতেই হয় এই ওয়েবিল ও সিটিং সার্ভিস নামক সরকার অনঅনুমোদিত পদ্ধতির কারনে জনগনে সড়কে ভোগান্তি পোহায়।
সরকারের উচিত এই পদ্ধতি পরিবর্তনে কঠোর হওয়া।

রুহুল আমিন।
০২ঃ০৮ঃ২০১৮
সকাল ০৯ঃ০০
ঢাকা।",1,0,0,0,1,0,False,False,,,0.0,0.0,,,MON-21109-defd54d6,"সড়ক দুর্ঘটনা কেন? অনেকে বলেন বিচারহীনতার কারনে সড়ক দুর্ঘটনা। আমি মানি না। বিচারহীনতা দুর্ঘটনার ছোট্ট অংশ মাত্র। বিচার যতই কঠিন হোক না কেন সড়ক দুর্ঘটনা থাকবেই? মাত্র বছর খানেক আগেও এত দুর্ঘটনা হোত না। বিশেষ করে ঢাকা শহরে ছিটে ফোঁটা হলেও সেটা এখনকার মত মহামারি ছিল না। এখন কেন? কারন মটর শ্রমিকদের উপর সরকারকে উপেক্ষা করে মাদক সেবন এবং মালিক ও চাদাঁবাজদের চাপিয়ে দেয়া টাকার খর্গ। এক দিকে মালিকরা প্রতিদিন মোটা অংকের টাকা জমা নেয়া অন্যদিকে চাঁদাবাজরা বিভিন্ন খাতে মোটা অংকের চাঁদা আদায় করে । এ সব মেটাতে গিয়ে শ্রমিকদের ভোর ৫ টা থেকে রাত ১২ টা পর্যন্ত বিরামহীন অমানবিক খাটুনী খাটতে হয় এবং কার আগে কে যাত্রী ধরবে তার প্রতিযোগিতা ও প্রবনতাও বেড়ে যায়। তার উপর ওয়ে বিল ও সিটিং সার্ভিসে শুভংকরের ফাঁকি আছে যার মাধ্যমে শ্রমিকদের বাড়তি কামাই আসে। সহজ কথায় বলতে গেলে আপনি সদর ঘাট থেকে উত্তরা যাবেন ভাড়া ৪০ টাকা। আপনি মহাখালী নামলেও চল্লিশ টাকা দিতে হবে আবার ওখান থেকে ঐ সিট খালি যায় না অন্য একজন তুলে নেয় যাকেও ৪০ টাকা বা ৩০ টাকা দিতে হয়। একই গন্তব্যে অতিরিক্ত কামাই (৪০৩০)৭০ - ৪০ ৩০ টাকা। তার উপর ঐ সিটিং গাড়ীগুলো লোকালের মতই লোক তোলে যাদের ভাড়াও সিটিং এর মত একই। এই ফাঁকি আছে বলে মালিকরা অতিরিক্ত জমা নেয় এবং চাঁদাখোররাও অতিরিক্ত আদায় করে। যার ফলে শ্রমিকরা নিরুপায় হয়ে এক দিকে অতিরিক্ত রোজগারের আনন্দ অন্যদিকে মালিক ও চাদাঁখোরদের চাপে এবং মাদকের টাকা যোগাতে তারা বেপরোয়া হয়ে যায়। যার মাশুল গুনতে হয় যাত্রীদের পকেট থেকে এবং পথচারীদের রক্ত থেকে। যারা বলেন বিচারহীনতার কারনে সড়ক দুর্ঘটনা হয় তারা এসি গাড়ীতে চলে। মুল রহস্য জানে না বা জানলেও স্বীকার করে না করে বিভ্রান্ত পথ দেখায়। কারন একদিকে তারা চাদাঁর ভাগ পায় অন্যদিকে সে নিজে বা তার আত্মীয় স্বজন পরিবহনের মালিক বলে। আর তারাই শ্রমিকদের মাঝে সুকৌশলে মাদক ছড়িয়ে দেয়। তাই আমি মনে করি মাদক, ওয়েবিল ও সিটিং নামক সরকার অঘোষিত পদ্ধতির পরিবর্তন না হলে সড়কে মরক পড়তেই থাকবে। আর এই পদ্ধতি চালু থাকলে যাত্রীদের পকেট কাটা ও হয়রানী এবং দুর্ঘটনার দায়ভার সরকার ও মালিকদের ঘাড়ে বর্তায়। শ্রমিকদের নয়। বলতেই হয় এই ওয়েবিল ও সিটিং সার্ভিস নামক সরকার অনঅনুমোদিত পদ্ধতির কারনে জনগনে সড়কে ভোগান্তি পোহায়। সরকারের উচিত এই পদ্ধতি পরিবর্তনে কঠোর হওয়া। রুহুল আমিন। ০২০৮২০১৮ সকাল ০৯০০ ঢাকা।"
MONOVAB,NONE,21111,"সকল দলে বর্তমানে রাজনীতি হচ্ছে মিথ্যা হুংকার দিয়ে সত্যের পরাজয় ঘটানো । দেশে রাজনৈতিক নেতার বড়ো'ই অভাব ।
ট্রাফিক ও পুলিশ যেখানে ব্যার্থ , সেখান থেকে সবাই মিলে শুরু করি ।
তোমরা তরুণ প্রজন্ম এবং তোমরা ছাত্র , আগামী দিন তোমরা'ই রাষ্ট্রের হাল ধরবে - তাই তোমাদের প্রতি আকাঙ্খা, এই আন্দোলন হতে হবে শান্তিপূর্ণ শালীন , যেন কোন ধ্বংস যজ্ঞ না হয় এবং প্রত্যেক ব্যানার, পোষ্টার কিংবা লিফলেট লেখায় অশ্লীলতার কালিমা না থাকে । তবে'ই সমগ্র বাংলাদেশ তোমাদের সাথে থাকবে এবং সফলতা নিয়ে ঘরে ফিরবে ।
হাতুড়ি , চাপাতি কিংবা বুলেট তোমাদের রুখতে পারবে না ।",1,0,0,0,0,0,False,False,,,0.0,0.0,,,MON-21111-3a781b80,"সকল দলে বর্তমানে রাজনীতি হচ্ছে মিথ্যা হুংকার দিয়ে সত্যের পরাজয় ঘটানো । দেশে রাজনৈতিক নেতার বড়ো'ই অভাব । ট্রাফিক ও পুলিশ যেখানে ব্যার্থ , সেখান থেকে সবাই মিলে শুরু করি । তোমরা তরুণ প্রজন্ম এবং তোমরা ছাত্র , আগামী দিন তোমরা'ই রাষ্ট্রের হাল ধরবে - তাই তোমাদের প্রতি আকাঙ্খা, এই আন্দোলন হতে হবে শান্তিপূর্ণ শালীন , যেন কোন ধ্বংস যজ্ঞ না হয় এবং প্রত্যেক ব্যানার, পোষ্টার কিংবা লিফলেট লেখায় অশ্লীলতার কালিমা না থাকে । তবে'ই সমগ্র বাংলাদেশ তোমাদের সাথে থাকবে এবং সফলতা নিয়ে ঘরে ফিরবে । হাতুড়ি , চাপাতি কিংবা বুলেট তোমাদের রুখতে পারবে না ।"
MONOVAB,NONE,21112,"মাননীয় প্রধানমন্ত্রী,
আপনার জীবদ্দশায় কখনো দেখেছেন বাস, প্রাইভেট কার, অটোরিক্সা লেন মেনে চলছে?
তবে এবার দেখুন।

যখন পুলিশরা সার্জেন্টরা চোখে সানগ্লাস পরে হেলমেট ছাড়া বাইক চালায়, তাদের নামে কখনো ট্রাফিক আইনে মামলা হতে দেখেছেন?
এবার তবে দেখুন।

আপনার মন্ত্রীসভার কারো গাড়ি যখন রঙ সাইড ধরে চলে, কখনো শুনেছেন তারা কারো কথায় গাড়ি ঘুরিয়ে নিয়েছে?
এবার শুনুন তবে।

চোখ থেকে টিনের চশমাটা খোলার সময় হয়েছে। বাচ্চাদের কাছ থেকেও শেখার সময় হয়েছে।",1,0,0,0,0,0,False,False,,,1.0,0.0,,,MON-21112-071d5957,"মাননীয় প্রধানমন্ত্রী, আপনার জীবদ্দশায় কখনো দেখেছেন বাস, প্রাইভেট কার, অটোরিক্সা লেন মেনে চলছে? তবে এবার দেখুন। যখন পুলিশরা সার্জেন্টরা চোখে সানগ্লাস পরে হেলমেট ছাড়া বাইক চালায়, তাদের নামে কখনো ট্রাফিক আইনে মামলা হতে দেখেছেন? এবার তবে দেখুন। আপনার মন্ত্রীসভার কারো গাড়ি যখন রঙ সাইড ধরে চলে, কখনো শুনেছেন তারা কারো কথায় গাড়ি ঘুরিয়ে নিয়েছে? এবার শুনুন তবে। চোখ থেকে টিনের চশমাটা খোলার সময় হয়েছে। বাচ্চাদের কাছ থেকেও শেখার সময় হয়েছে।"
MONOVAB,NONE,21113,"পনের বছরের শিক্ষার্থীরা বাণিজ্য মন্ত্রীকে বললেন ""স্যার, আইন সবার জন্যই সমান, আপনি উল্টাপথে যেতে পারেন না""

বাণিজ্যমন্ত্রী তোফায়েল আহমেদ থতমত খেয়ে বললেন ""আমি তো তোমাদের সাথে কথা বলার জন্য আসছি এখানে""

অতঃপর মন্ত্রীর প্রাইভেটে কারটা ঘুরিয়ে সোজা পথে ছেড়ে দিলো,

হঠাৎ করেই এক পুলিশ বাইক নিয়ে এসে পড়লো শিক্ষার্থীদের মাঝে, শিক্ষার্থীরা জানতে চাইলো লাইসেন্স আছে কি না,

পুলিশ বেচারা হতভম্ব হয়ে উত্তর দিলো ""নাই""

শিক্ষার্থীরা বললো ""আমরা ফোনে ভিডিও করবো, আপনি বলবেন ভুল করেছেন""

বেচারা পুলিশকে হেনস্তা করেই ছাড়লো,

উত্তরাতে আর্মড পুলিশ ব্যাটালিয়নের গাড়ি আটকে দিয়েছে ড্রাইভারের লাইসেন্স না থাকায়, বেচারা র্যাব গুলোরও হেটে হেটে যেতে হয়েছে,

রাস্তায় দাড়িয়ে থাকা বাসের যাত্রীদেরকে জিজ্ঞেস করা হলো ""আপনাদের ড্রাইভার কই? বাস রেখে কই গেছে?""

যাত্রীরা উত্তর দিলো ""ড্রাইভার লাইসেন্স আনতে গেছে""

সারা ঢাকা শহরে শিক্ষার্থীদের রাজত্ব ছিলো,অফিসে বেশিরভাগই হেটে বা রিকশায় গিয়েছে, হাজারো মানুষ জ্যামে বসে ছিলো,কিন্তু তবুও কারো মনে খেদ ছিলো না,

গত কয়েক দশক পরিবহনের অত্যাচারে অতিষ্ঠ হয়ে মানুষের মনে যে আগ্নেয়গিরির জন্ম দিয়েছে সেখানে এখন আগুনের জন্ম নিয়েছে,

উপরের কাজ গুলো করার জন্যই ঢাকা শহরে হাজার পঞ্চাশেক পুলিশকে জনগণের ট্যাক্সে বেতন দেয়া হচ্ছে, কিন্তু তারা তাদের দায়িত্ব পালন না করায় সাধারণ মানুষরা দায়িত্ব নিতে বাধ্য হয়েছে,

যে শিক্ষার্থীদের এখন ক্লাস রুমে থাকার কথা তারা এখন হাতে লাঠি নিয়ে বাস ভাঙতে বাধ্য হচ্ছে,

আইনশৃঙ্খলা রক্ষাকারী বাহিনী যদি তাদের দায়িত্ব পালন করতো তবে শিক্ষার্থীদের এভাবে লাইসেন্স চেক করা লাগতো না,

মন্ত্রীরা যদি দাঁত না কেলিয়ে পর্যাপ্ত ব্যবস্থা নিতো তবে এই সিচুয়েশন তৈরী হতো না,

আমি শিওর, আজকে শিক্ষার্থীরা যদি এভাবে রাস্তায় না নামতো তবে কোন অপরাধীই গ্রেফতার হতো না, যোগাযোগ মন্ত্রীও নাকানিচুবানি খেয়ে বলতেন না আমরা আইন করতেছি,

ঠ্যালার নাম বাবাজি,

এভাবে ইভ টিজিং, ধর্ষণ, নারী যাত্রী হয়রানি, খুন,ঘুষ,দুর্নীতি, গুমের বিরুদ্ধে সাধারণ মানুষদের অংশগ্রহণ থাকতো তবে এসবও এতোদিনে জাদুঘরে আশ্রয় নিতো,

এভাবে প্রতিটা অন্যায়ের বিরুদ্ধে প্রতিবাদ করেই তা কবরস্থ করে দেশকে বসবাসের জায়গা বানাতে হবে,

এবার যুদ্ধ হবে,দেশকে গড়ার যুদ্ধ।",1,0,0,0,0,0,False,False,,,1.0,0.0,,,MON-21113-196ba879,"পনের বছরের শিক্ষার্থীরা বাণিজ্য মন্ত্রীকে বললেন ""স্যার, আইন সবার জন্যই সমান, আপনি উল্টাপথে যেতে পারেন না"" বাণিজ্যমন্ত্রী তোফায়েল আহমেদ থতমত খেয়ে বললেন ""আমি তো তোমাদের সাথে কথা বলার জন্য আসছি এখানে"" অতঃপর মন্ত্রীর প্রাইভেটে কারটা ঘুরিয়ে সোজা পথে ছেড়ে দিলো, হঠাৎ করেই এক পুলিশ বাইক নিয়ে এসে পড়লো শিক্ষার্থীদের মাঝে, শিক্ষার্থীরা জানতে চাইলো লাইসেন্স আছে কি না, পুলিশ বেচারা হতভম্ব হয়ে উত্তর দিলো ""নাই"" শিক্ষার্থীরা বললো ""আমরা ফোনে ভিডিও করবো, আপনি বলবেন ভুল করেছেন"" বেচারা পুলিশকে হেনস্তা করেই ছাড়লো, উত্তরাতে আর্মড পুলিশ ব্যাটালিয়নের গাড়ি আটকে দিয়েছে ড্রাইভারের লাইসেন্স না থাকায়, বেচারা র্যাব গুলোরও হেটে হেটে যেতে হয়েছে, রাস্তায় দাড়িয়ে থাকা বাসের যাত্রীদেরকে জিজ্ঞেস করা হলো ""আপনাদের ড্রাইভার কই? বাস রেখে কই গেছে?"" যাত্রীরা উত্তর দিলো ""ড্রাইভার লাইসেন্স আনতে গেছে"" সারা ঢাকা শহরে শিক্ষার্থীদের রাজত্ব ছিলো,অফিসে বেশিরভাগই হেটে বা রিকশায় গিয়েছে, হাজারো মানুষ জ্যামে বসে ছিলো,কিন্তু তবুও কারো মনে খেদ ছিলো না, গত কয়েক দশক পরিবহনের অত্যাচারে অতিষ্ঠ হয়ে মানুষের মনে যে আগ্নেয়গিরির জন্ম দিয়েছে সেখানে এখন আগুনের জন্ম নিয়েছে, উপরের কাজ গুলো করার জন্যই ঢাকা শহরে হাজার পঞ্চাশেক পুলিশকে জনগণের ট্যাক্সে বেতন দেয়া হচ্ছে, কিন্তু তারা তাদের দায়িত্ব পালন না করায় সাধারণ মানুষরা দায়িত্ব নিতে বাধ্য হয়েছে, যে শিক্ষার্থীদের এখন ক্লাস রুমে থাকার কথা তারা এখন হাতে লাঠি নিয়ে বাস ভাঙতে বাধ্য হচ্ছে, আইনশৃঙ্খলা রক্ষাকারী বাহিনী যদি তাদের দায়িত্ব পালন করতো তবে শিক্ষার্থীদের এভাবে লাইসেন্স চেক করা লাগতো না, মন্ত্রীরা যদি দাঁত না কেলিয়ে পর্যাপ্ত ব্যবস্থা নিতো তবে এই সিচুয়েশন তৈরী হতো না, আমি শিওর, আজকে শিক্ষার্থীরা যদি এভাবে রাস্তায় না নামতো তবে কোন অপরাধীই গ্রেফতার হতো না, যোগাযোগ মন্ত্রীও নাকানিচুবানি খেয়ে বলতেন না আমরা আইন করতেছি, ঠ্যালার নাম বাবাজি, এভাবে ইভ টিজিং, ধর্ষণ, নারী যাত্রী হয়রানি, খুন,ঘুষ,দুর্নীতি, গুমের বিরুদ্ধে সাধারণ মানুষদের অংশগ্রহণ থাকতো তবে এসবও এতোদিনে জাদুঘরে আশ্রয় নিতো, এভাবে প্রতিটা অন্যায়ের বিরুদ্ধে প্রতিবাদ করেই তা কবরস্থ করে দেশকে বসবাসের জায়গা বানাতে হবে, এবার যুদ্ধ হবে,দেশকে গড়ার যুদ্ধ।"
MONOVAB,NONE,21114,"রাস্টের টাকায় শেখ মুজিবের সন্তান নাতি পুতিদের নিরাপত্তার বিধান করেছেন শেখ হাসিনা ,তার সন্তানরা রাস্তায় বেরহয় আগে পিছে স্পেশাল পুলিশ পাহারায় ,জনগনের নিরাপত্তা দেয়ার চিন্তা করার সময় কি উনার আছে?হাসিনার খমতা টিকিয়ে রাখার দায়িত্বে নিয়োজিত সমস্ত প্রশাসন ।বিরুধী দলগুলিকে পিটানো মামলা ,গুম,ক্রসফায়ার ,স্তানীয় নির্বাচনে বিরুধী প্রার্থীর কর্মিদের বাড়ীতে গিয়ে হুমকি ধামকি ,এজেন্টেদের বাড়িতে গিয়ে ভয় ও হুমকি দেয়া ,ছাত্রলীগের ভোট ডাকাতিতে সহযোগিতা করা ইত্যাদি কাজে প্রশাসকে গুলামের মত ব্যাবহার করছেন ।অতএব প্রশাসন জনগনের নিরাপত্তার দায়িত্ব পালনের সময়টা কোথায় ? জনগনের চাকর যদি একটা পরিবারের গুলামে পরিনত হতে বাধ্য হয় ,তাহলে সেই জমিদার ফ্যামেলী থেকে মুক্তি পাওয়ার জন্য জনগন এবং প্রশাসন এক হয়ে রাজপথে নামতে হবে ।",1,0,0,0,0,0,False,False,,,1.0,0.0,,,MON-21114-7e7b9ef5,"রাস্টের টাকায় শেখ মুজিবের সন্তান নাতি পুতিদের নিরাপত্তার বিধান করেছেন শেখ হাসিনা ,তার সন্তানরা রাস্তায় বেরহয় আগে পিছে স্পেশাল পুলিশ পাহারায় ,জনগনের নিরাপত্তা দেয়ার চিন্তা করার সময় কি উনার আছে?হাসিনার খমতা টিকিয়ে রাখার দায়িত্বে নিয়োজিত সমস্ত প্রশাসন ।বিরুধী দলগুলিকে পিটানো মামলা ,গুম,ক্রসফায়ার ,স্তানীয় নির্বাচনে বিরুধী প্রার্থীর কর্মিদের বাড়ীতে গিয়ে হুমকি ধামকি ,এজেন্টেদের বাড়িতে গিয়ে ভয় ও হুমকি দেয়া ,ছাত্রলীগের ভোট ডাকাতিতে সহযোগিতা করা ইত্যাদি কাজে প্রশাসকে গুলামের মত ব্যাবহার করছেন ।অতএব প্রশাসন জনগনের নিরাপত্তার দায়িত্ব পালনের সময়টা কোথায় ? জনগনের চাকর যদি একটা পরিবারের গুলামে পরিনত হতে বাধ্য হয় ,তাহলে সেই জমিদার ফ্যামেলী থেকে মুক্তি পাওয়ার জন্য জনগন এবং প্রশাসন এক হয়ে রাজপথে নামতে হবে ।"
MONOVAB,NONE,21117,"ছাত্রলীগ যদি মানুষের বাচ্চা হতো তাহলে সাধারণ ছাত্রছাত্রীদের এই নৈতিক আন্দোলনে বাধা এবং ছাত্রছাত্রীদের মারধর করতোনা।কারণ এই আন্দোলন রাজনৈতিক নয় যে আওয়ামীলীগকে ক্ষমতা হারাতে হবে।এই আন্দোলন নৈতিক,যৌক্তিক ও দেশ জনগণের কল্যাণে দাবী আদায়ের আন্দোলন।এখানে ছাত্রলীগ চেতনার নেতামী দেখালে সব ছাত্র মিলে প্রতিটি ছাত্রলীগের সন্ত্রাসীদেরকে গোরস্থানে পাঠিয়ে দাও।দুই চারটা ছাত্রলীগের লাশ না পড়লে এদের বদমাশি চলতেই থাকবে।কারণ এরা মানুষ নয়,এরা ছাত্রলীগ নামক একধরণের জন্তু।",1,0,0,0,0,0,False,False,,,0.0,0.0,,,MON-21117-f9d74dc3,"ছাত্রলীগ যদি মানুষের বাচ্চা হতো তাহলে সাধারণ ছাত্রছাত্রীদের এই নৈতিক আন্দোলনে বাধা এবং ছাত্রছাত্রীদের মারধর করতোনা।কারণ এই আন্দোলন রাজনৈতিক নয় যে আওয়ামীলীগকে ক্ষমতা হারাতে হবে।এই আন্দোলন নৈতিক,যৌক্তিক ও দেশ জনগণের কল্যাণে দাবী আদায়ের আন্দোলন।এখানে ছাত্রলীগ চেতনার নেতামী দেখালে সব ছাত্র মিলে প্রতিটি ছাত্রলীগের সন্ত্রাসীদেরকে গোরস্থানে পাঠিয়ে দাও।দুই চারটা ছাত্রলীগের লাশ না পড়লে এদের বদমাশি চলতেই থাকবে।কারণ এরা মানুষ নয়,এরা ছাত্রলীগ নামক একধরণের জন্তু।"
MONOVAB,NONE,21126,আমরা এই সড়ক দুর্ঘটনার বিচার চাই এবং বাংলাদেশ পরবর্তীতে যেন এই ঘটনা না ঘটে তার জন্য কঠিন পদক্ষেপ নিতে হবে বাংলাদেশ সরকারের এবং বাংলাদেশের প্রত্যেক ড্রাইভারি লাইসেন্স করতে হবে লাইসেন্স ছাড়া একটা গাড়ি চালাতে পারবে না এই পদক্ষেপ বাংলাদেশ সরকারের নিতে হবে আমাদের দাবি শুধু এইটাই,1,0,0,0,0,0,False,False,,,0.0,0.0,,,MON-21126-4dee8f62,আমরা এই সড়ক দুর্ঘটনার বিচার চাই এবং বাংলাদেশ পরবর্তীতে যেন এই ঘটনা না ঘটে তার জন্য কঠিন পদক্ষেপ নিতে হবে বাংলাদেশ সরকারের এবং বাংলাদেশের প্রত্যেক ড্রাইভারি লাইসেন্স করতে হবে লাইসেন্স ছাড়া একটা গাড়ি চালাতে পারবে না এই পদক্ষেপ বাংলাদেশ সরকারের নিতে হবে আমাদের দাবি শুধু এইটাই
MONOVAB,NONE,21157,"ইলিয়াস ভাইকে আমার তরফ থেকে অনেক অনেক ধন্যবাদ ,তবে আমি বলতে চাই যতদিন পর্যন্ত এই জানোয়ার বাচ্চা শাজাহানকে এই পদ থেকে না সরানো হবে ততদিন পর্যন্ত কোন লাভ হবে না তার কারন এই জানোয়ার বাচ্চা ভালো কিছুই করতে দিবে না , ওই এই অপমানের বদলা এক দিন নেবেই কারন ও মানুষের ঘরে পয়দা হয় নাই ।",1,0,0,1,0,0,False,False,,,0.0,1.0,,,MON-21157-93488da5,"ইলিয়াস ভাইকে আমার তরফ থেকে অনেক অনেক ধন্যবাদ ,তবে আমি বলতে চাই যতদিন পর্যন্ত এই জানোয়ার বাচ্চা শাজাহানকে এই পদ থেকে না সরানো হবে ততদিন পর্যন্ত কোন লাভ হবে না তার কারন এই জানোয়ার বাচ্চা ভালো কিছুই করতে দিবে না , ওই এই অপমানের বদলা এক দিন নেবেই কারন ও মানুষের ঘরে পয়দা হয় নাই ।"
MONOVAB,NONE,21158,বস,0,0,0,1,0,0,False,False,,,0.0,1.0,,,MON-21158-ca5ce074,বস
MONOVAB,NONE,21159,ভাইয়া আপনাকে ধন্যবাদ জানাই । সত্যের জয় একদিন হবেই। আমরা তোমার সাথে আছি,0,0,0,1,0,0,False,False,,,0.0,1.0,,,MON-21159-8384c469,ভাইয়া আপনাকে ধন্যবাদ জানাই । সত্যের জয় একদিন হবেই। আমরা তোমার সাথে আছি
MONOVAB,NONE,25387,কোটা আন্দোলন কি ছেলেদের দাবি ছিলো? যে মেয়েরা আন্দোলনে থাকবে না?,1,0,0,0,0,0,False,False,,,0.0,0.0,,,MON-25387-2cc8b8f1,কোটা আন্দোলন কি ছেলেদের দাবি ছিলো? যে মেয়েরা আন্দোলনে থাকবে না?
MONOVAB,NONE,25388,এই ঢাবি -র পোলাপান কি বলদ তারা এতবড় কথার পরে চুপ আছে কি করে?,1,0,0,0,0,0,False,False,,,0.0,0.0,,,MON-25388-9d6ac981,এই ঢাবি -র পোলাপান কি বলদ তারা এতবড় কথার পরে চুপ আছে কি করে?
MONOVAB,NONE,25389,হালারপুত আরেক মাদারটোষ্ট।,1,0,0,0,0,0,False,False,,,0.0,0.0,,,MON-25389-adb17110,হালারপুত আরেক মাদারটোষ্ট।
MONOVAB,NONE,25390,এটা তো মনে হয় সরকার পালিত একটা কুকুর। যদি ও দেখতে মানুষের মত।,1,1,0,0,0,0,False,False,,,0.0,0.0,,,MON-25390-8bc10868,এটা তো মনে হয় সরকার পালিত একটা কুকুর। যদি ও দেখতে মানুষের মত।
