,comment,anger,contempt,disgust,enjoyment,fear,sadness,surprise
38025,আল্লাহ নিশ্চয়ই আপনাদের ভালো করবেন,0,0,0,1,0,0,0
38026,খুবই চমৎকার আইডিয়া। জাজাকাল্লাহ খাইরান।,0,0,0,1,0,0,0
38027,আল্লাহ তাদের ভালো করুক,0,0,0,1,0,0,0
38028,বিদ্যানন্দন পরিবারকে সাগতম তাদের মহতী উদ্যোগ দেখে অভিভূত হইলাম।,0,0,0,1,0,0,0
38029,আল্লাহ্ তুমি,0,0,0,1,0,0,0
38030,খুবি ভাল একটা কাজ,0,0,0,1,0,0,0
38031,আলহামদুলিল্লাহ। এভাবেই একদিন পরিবর্তন হবে সবার মানষিকতা। পাড়ায় পাড়ায় যুব সমাজ এমন উদ্যোগে এগিয়ে আসবে।,0,0,0,1,0,0,0
38032,মহান উদ্যোগের জন্য বিদ্যানন্দন ফাউন্ডেশন কে আন্তরিক ভাবে মোবারকবাদ জানাই ।,0,0,0,1,0,0,0
38033,অথচ এতো উন্নত বাংলাদেশে এমনটা হওয়ারই কথা ছিলো না!!! কৃষিমন্ত্রী বলেন যে দেশে কোন দুর্ভিক্ষ অভাব কিছুই নাই। তাহলে এমন আয়োজন ক্যানো নিতে হয় এই সমাজকে।,0,1,0,0,0,0,0
38034,সুস্হ্য লোকের ভিক্ষা করা।,0,1,0,0,0,0,0
38035,মাশাল্লাহ মহৎ উদ্যোগ,0,0,0,1,0,0,0
38036,ভালোবাসার বিদ্যানন্দ,0,0,0,1,0,0,0
38037,অসাধারণ।।।,0,0,0,1,0,0,0
38038,সরকারের চোখে আঙুল দেখিয়ে দেওয়া দরকার,0,0,0,1,0,0,0
38039,"আলহামদুলিল্লাহ, খুব ভালো লাগলো।",0,0,0,1,0,0,0
38040,মাসাআল্লা,0,0,0,1,0,0,0
38041,বিদ্যানন্দ টিম কে অসংখ্য ধন্যবাদ ও দোওয়া বেচে থাক এ মানবতা তাদের মাঝে সারাটা জীবন।সবাই কে অভিনন্দন।,0,0,0,1,0,0,0
38042,নিল্জ্য বেহায়া মুনাফা খোর দের উচিত শিক্ষা।,1,0,0,1,0,0,0
38043,খুব ভালো লাগলো।।আল্লাহ আপনাদের আরো সেবা করার তাওফিক দিক,0,0,0,1,0,0,0
38044,"অসাধারণ!
প্রসংশা করার ভাষা হারিয়ে ফেলেছি।",0,0,0,1,0,0,0
38045,মাশাআল্লাহ অনেক ভালো কাজ,0,0,0,1,0,0,0
38046,মহৎ উদ্যেগ,0,0,0,1,0,0,0
38047,এই ভালো কাজের জন্য আল্লাহ আপনাদের কবুল করুন।,0,0,0,1,0,0,0
38048,"এতো মনে হচ্ছে গল্প শুনছি,কিছুটা স্বপ্নোও বটে।ধন্যবাদ",0,0,0,1,0,0,0
38049,ভুয়া খবর,0,1,0,0,0,0,0
38050,"যারা এই মহৎ উদ্যোগ নিয়েছে ।
আল্লাহ তাদের সেরা প্রতিদান দেবেন।",0,0,0,1,0,0,0
38051,দারুণ!!,0,0,0,1,0,0,0
38052,খুব সুন্দর। মহত্তর কাজ,0,0,0,1,0,0,0
38053,আলহামদুলিল্লাহ সুপার উদ্যোগ,0,0,0,1,0,0,0
38054,সরকারের লজ্জা হওয়া উচিত এগুলো দেখে,1,0,0,0,0,0,0
38055,অন্তরের অন্তস্তল থেকে ধন্যবাদ জানাই,0,0,0,1,0,0,0
38056,অসাধারন উদ্যোগ,0,0,0,1,0,0,0
38057,",মাশাল্লাহ",0,0,0,1,0,0,0
38058,কি বলব আল্লাহ আপনাদের আরু বেশি তৌফিক দান করেন আমিন,0,0,0,1,0,0,0
38059,আলহামদুলিল্লাহ,0,0,0,1,0,0,0
38060,মানবতার জয় হোক,0,0,0,1,0,0,0
38062,ঠিক ভাবে যাকাত দিলে এমনই হওয়ার কথা ছিল!,0,0,0,1,0,0,0
38063,"মাশাল্লাহ, চালিয়ে যান সফলতা আসবে ইনশাআল্লাহ",0,0,0,1,0,0,0
38064,অনেক ধন্যবাদ আপনাদের,0,0,0,1,0,0,0
38065,"মহতি উদ্যোগ খুব ভালো, কিন্তু এ ভর্তুকি দিচ্ছে কে?",0,0,0,1,0,0,0
38066,"আমার ও ইচ্ছে আছে এ রকম একটি দোকান করে,গরিব মানুষের হাতে পন্য তুলে দিবার।",0,0,0,1,0,0,0
38067,আলহামদুলিল্লাহ।,0,0,0,1,0,0,0
38068,শারা জীবন এমন হয়তো তাহলে ভালো লাগল,0,0,0,1,0,0,0
38069,"মাশাআল্লাহ,, খুব সুন্দর উদ্যেগ,",0,0,0,1,0,0,0
38070,অসাধারণ অদ্যোগ,0,0,0,1,0,0,0
38071,মহৎ কাজের প্রতিদান মহৎ হয়,0,0,0,1,0,0,0
38072,মন ভালো হওয়ার মত একটা খবর।,0,0,0,1,0,0,0
38073,অনেক সুন্দর,0,0,0,1,0,0,0
38074,গরিবের বাজার কে জানাই হাজার স্যালুট সেই সঙ্গে আন্তরিক শুভেচ্ছা ও অভিনন্দন এইভাবে চালিয়ে যান,0,0,0,1,0,0,0
38075,"মানুষ পৃথিবীর শ্রেষ্ঠ জীব,এই মানুষগুলো ই প্রমান দেয়",0,0,0,1,0,0,0
38076,সবজায়গাতেই লাইন। এখানে লাইন নাই জনতার। কারন জানতে চাই। দয়া করে জানাবেন,0,0,0,1,0,0,0
38077,এমন নিউজ তুলে ধরার জন্যে প্রথমআলো কে ধন্যবাদ,0,0,0,1,0,0,0
38078,"মহৎ উদ্যোগ 
এটা দেখে দাদীর থেকে শোনা ৯০ দশকের কথা মনে পড়ে গেলো",0,0,0,1,0,0,0
38079,ধন্যবাদ বিদ্যানন্দ ফাউন্ডেশন।,0,0,0,1,0,0,0
38080,মাশাল্লাহ,0,0,0,1,0,0,0
38081,মাশাল্লাহ অনেক ভালো একটি উদ্যোগ,0,0,0,1,0,0,0
38082,"মাশাআল্লাহ,,,,আপনারা দেশের জনগণের জন্য চিন্তা করছেন আর ঐ দিকে ক্ষমতাশীনরা দেশটাকে চেটেপুটে খেয়ে শেষ করে দিচ্ছে",0,0,0,1,0,0,0
38083,খুশি হইলেন কেমনে হাছা না মিছা।,0,0,0,1,0,0,0
38084,হিম মেম সাহেব আমার,0,0,0,1,0,0,0
38085,মাশাআল্লাহ মহৎ কাজ,0,0,0,1,0,0,0
38086,আল্লাহ আপনাদেরকে নেক হায়াত দান করেন,0,0,0,1,0,0,0
38087,দেশের সব মানুষের জন্য প্রতি রমজান মাসে সরকারি এমন উদ্যোগ হলে সত্যি সোনার বাংলাদেশ হতো,0,0,0,1,0,0,0
38088,আল্লাহ তায়ালা আপনাদের প্রতি সহায় হোন।।,0,0,0,1,0,0,0
38089,মহান আল্লাহ তায়ালা তুমি এই সুন্দর উদ্যোগ গ্রহণকারীদের উত্তম প্রতিদান দিও।।অনেক কষ্টের ভিতর দিন কাটাচ্ছে গরিব খেটে-খাওয়া মানুষ।তাদেরকে নিয়ে কাজ করার লোক আনেক কম।।দোয়া করি আপনাদের জন্য,0,0,0,1,0,0,0
38090,আমার মনে হয় এই ভাবে সারা বাংলাদেশের সব জেলায় করা যায় তাহলে অশাদু ব্যাবসা কারী দের ধমন করা যায় তা তে কোনো সরকারের হাত পা বা মিছিল মিটিং এর পোরজন হয় না দোওয়া কোরী এই মহান আল্লাহর কাছে সব সময়,0,0,0,1,0,0,0
38091,আলহামদুলিল্লাহ। আল্লাহ য়েন আরো তৌফিক দান করুণ,0,0,0,1,0,0,0
38092,আলহামদুলিল্লাহ সুন্দর উদ্যােগ,0,0,0,1,0,0,0
38093,অসংখ‌্য ধন‌্যবাদ। মহৎ উ‌দ্যো‌গের জন‌্য।,0,0,0,1,0,0,0
38094,আলহামদুলিল্লাহ খুশি হোলাম,0,0,0,1,0,0,0
38095,আপনাদেরকে অসংক্ষ দন্যবাধ। ক্ষুটি ক্ষুটি সুখরিয়া,0,0,0,1,0,0,0
38096,"মাশা আল্লাহ, খুব সুন্দর সংবাদ ।",0,0,0,1,0,0,0
38097,মাশাআল্লাহ,0,0,0,1,0,0,0
38098,আল্লাহ জেন তাদের কে তফিক দেয়,0,0,0,1,0,0,0
38099,আলহামদুলিল্লাহ দেশটা যদি এমন হতো তাহলে খেটে খাওয়া মানুষ নিশ্চিন্তে ঘুমাতে পারতো,0,0,0,1,0,0,0
38100,প্রশংসার দাবিদার আয়োজক সংগঠনটি।জয় হোক মানবতার!!!,0,0,0,1,0,0,0
38101,আলহামদুলিল্লাহ খুশিতে মন ভরে গেল ।,0,0,0,1,0,0,0
38102,ক্ষনিকের সময় এগুলো,0,0,0,1,0,0,0
38103,মেলা ধন্যবাদ,0,0,0,1,0,0,0
38104,আল্লাহ আপনার ভালো করুক আপনি গরীবদেরকে কম টাকায় জিনিসপাতি দিতাছেন,0,0,0,1,0,0,0
38105,কিন্তু কতদিন,0,0,0,1,0,0,0
38106,সেলুউট জানাই,0,0,0,1,0,0,0
38107,ফি আমানিল্লাহ্,0,0,0,1,0,0,0
38108,মাসাআলল,0,0,0,1,0,0,0
38109,"নি:সন্দেহে ভাল উদ্যোগ।
এমন উদ্যোগ সরকারের গ্রহন করা উচিত ছিল কিন্তু টিসিবি নামক সোনার হরিণের উদ্যোগ গ্রহন করেছে যা দু:খজনক।",0,0,0,1,0,0,0
38110,মাসা্ আল্লাহ,0,0,0,1,0,0,0
38111,"এগুলা শুধু ছবি উঠানোর জন্য, ছবি আপলোড হওয়ার সাথে সাথে তাহারাও হারিয়ে যায়",0,0,0,1,0,0,0
38112,আলহামদুলিল্লাহ ভালো উদোগ,0,0,0,1,0,0,0
38113,উদ্দ্যোগতাদের স্যালুট,0,0,0,1,0,0,0
38114,মানবতার জয় হোক,0,0,0,1,0,0,0
38115,ধন্যবাদ। সিলেটে কি আসা যায়।,0,0,0,1,0,0,0
38116,পরোপকারী,0,0,0,1,0,0,0
38117,"গুড জব,,, অসংখ্য ধন্যবাদ আপনাদের পুরো টিমকে",0,0,0,1,0,0,0
38118,সামনে এগিয়ে জান,0,0,0,1,0,0,0
38119,মাশাআল্লাহ খুব ভালো উদ্দ্যোগ,0,0,0,1,0,0,0
38120,আল্লাহ আপনাদের সহায়ক,0,0,0,1,0,0,0
38121,এটা কি সত্যিই সম্ভব,0,0,0,1,0,0,0
38123,"আমরা দেখছি দনি আর গরীব, মধ্যে চরে মানুষ কথা কেউ ভাবিনা, আসলে তারা বুবা বলতে পারে না তাই।",0,0,0,1,0,0,0
38124,অসাধারণ হয়েছে,0,0,0,1,0,0,0
38125,ধন্যবাদ ভাই আপনাকে,0,0,0,1,0,0,0
38126,শায়েসতা খা এর আমল আইলো,0,0,0,1,0,0,0
38127,"এসবই বর্তমান সরকারের অবদান,,",0,0,0,1,0,0,0
38129,হে ঈশ্বর কোনো একদিন সামর্থ্য দিও এমন কিছু করার।,0,0,0,1,0,0,0
38130,প্রশংসনীয়,0,0,0,1,0,0,0
38131,"মহৎ উদ্যোগ সন্দেহ নাই...
কিন্তু মানুষ তো স্থায়ী সমাধান চাই....",0,0,0,1,0,0,0
38132,শায়েস্তা খাঁনের আমল এসেছে ।ধন্যবাদ,0,0,0,1,0,0,0
38133,আল্লাহ ওনাদেরকে নেকহায়াত দিন আমিন,0,0,0,1,0,0,0
38134,রমাদানের আল্লাহ্ সবাই হেবাযত করুক,0,0,0,1,0,0,0
38135,এটা কোন সরকারের অবদান।,0,0,0,1,0,0,0
38136,সামর্থ আর মহানুভব মানুষ দ্বারাই সম্ভব,0,0,0,1,0,0,0
38137,অলান যদি বাংলাদেশ হইতে। তাহলে কোনো মানুষ গরীব তাহলে না ওনে,0,0,0,1,0,0,0
38138,এমন মহৎ উদ্যোগ কে জানাই হাজার সালাম,0,0,0,1,0,0,0
38139,"মাশা আল্লাহ,,,, জয় হোক মানবতার।",0,0,0,1,0,0,0
38140,সাবাশ।,0,0,0,1,0,0,0
38141,গুড জব,0,0,0,1,0,0,0
38142,আল্লাহ জেনো ওনাদেকে সঁপল করেন আমিন,0,0,0,1,0,0,0
38143,"হ্যান্ডস্ আপ ব্রো,, গো এহেড",0,0,0,1,0,0,0
38145,হূন্নয়া দেখ্খয়া খাইয়া শান্তি।,0,0,0,1,0,0,0
38146,সারা দেশে যদি এরকম হতো তাহলে কতই না ভালো হতো।,0,0,0,1,0,0,0
38149,মনে পরে গেল সেই আগের দিনের কথা যখন নাকি এ ভাবে ২ /৩ দিয়ে সকল পন্য কেনা যেত যে কথা দাদার মুখ থেকে শুনতাম তা আজ অবাস্তব হলে ও করে দেখালো এরা,0,0,0,1,0,0,0
38150,অর্থবান ব্যাক্তিরা এগিয়ে আসা উচিৎ,0,0,0,1,0,0,0
38151,আল্লাহতালা আপনাদের ব্যবসায় বরকত দান করুক আমিন,0,0,0,1,0,0,0
38152,হামদুলিল্লাহ উদ্যোগ নেওয়ার জন্য আল্লাহর কাছে দোয়া কর,0,0,0,1,0,0,0
38153,হে আল্লাহ তাদের মতো লোকের খুবি প্রোজন,0,0,0,1,0,0,0
38154,ধন্যবাদ গরিবের সুপার শপ,0,0,0,1,0,0,0
38155,আমার সংসার চালাতে খুব কষ্ট হচ্ছে,0,0,0,0,0,1,0
38156,"বাহ !
সেলুট আয়োজনকারীদের",0,0,0,1,0,0,0
38157,আল্লাহ আপনাদের কে আরো বেশি বেশি করে ভালো কাজের জন্য কবুল করুন,0,0,0,1,0,0,0
38158,আল্লাহ তায়ালা তাকে যেন ভাল রাখে,0,0,0,1,0,0,0
38159,জয় হোক বিদ্যানন্দের।,0,0,0,1,0,0,0
38160,"বাংলাদেশে এমন মহৎ উদ্যোগ,, নিশ্চয়ই প্রশংসনীয় কাজ।
শুভ কামনা বিদ্যানন্দের সাথে জড়িত সবার জন্য।",0,0,0,1,0,0,0
38161,সাদুবাদ জানায়,0,0,0,1,0,0,0
38162,বাংলাদেশের কোটিপতিরা যদি এগিয়ে আসতো তাহলে এমন বাজার সব জায়গায় বসাতে পারতো এই উদ্দোক্তা ভায়েরা।।,0,0,0,1,0,0,0
38163,"তবে নাটকের মতনই মনে হচ্ছে, ?",0,1,0,0,0,0,0
38164,শায়েস্তা খানের আমলে ফিরে গেলাম। মাশআল্লাহ,0,0,0,1,0,0,0
38165,দেখে খুব ভালো লাগলো পৃথিবী তে এখনো ভালো মানুষ আছে।,0,0,0,1,0,0,0
38166,মহৎ উদে্গ,0,0,0,1,0,0,0
38167,মানবতা বেঁচে থাকোক,0,0,0,1,0,0,0
38168,"মানুষ কি না পারে, আর সরকার কি না করে",0,0,0,1,0,0,0
38169,মাসআল্লাহ,0,0,0,1,0,0,0
38170,যদি এমন হতো আমার দেশটা,0,0,0,1,0,0,0
38171,খুব ভালো লাগলো বুঝানো যাবে না,0,0,0,1,0,0,0
38172,ধন্যবাদ,0,0,0,1,0,0,0
38173,খুব ভালো লাগলো,0,0,0,1,0,0,0
38174,অনেক ভাল লাগলো,0,0,0,1,0,0,0
38175,আপনারা ও তাদের পাসে দারান,0,0,0,1,0,0,0
38176,সত্যিই খুবই ভালো লাগলো,0,0,0,1,0,0,0
38177,ফি আমানিল্লাহ ।,0,0,0,1,0,0,0
38178,আমাদের দেশের সবার কর্তব্য যে সব ধরনের সুবিধা অসুবিধা পাশে থাকা এটাই প্রকৃতি মানুষের কর্তব্য এই জন্য আপনারাই প্রকৃতি মানুষ,0,0,0,1,0,0,0
38179,"জাযাকাল্লাহ খাইরান, ও আল্লাহ এই কর্মের শুফল তুমি নিজ হাতে দিও।",0,0,0,1,0,0,0
38180,এই কাজের সাথে যদি নিজেকে একটু জরাতে পারতাম!!,0,0,0,1,0,0,0
38183,মানবতার মূর্তপ্রতিক বিদ্যানন্দ ফাউন্ডেশন।,0,0,0,1,0,0,0
38184,ভালো লাগলো ধন্যবাদ,0,0,0,1,0,0,0
38185,আপনাদের প্রতি শ্রদ্ধা,0,0,0,1,0,0,0
38186,বদলে দাও বাংলাদেশ ।,0,0,0,1,0,0,0
38187,"সেলুট জানাই তোমাদের,",0,0,0,1,0,0,0
38189,ধন্যবাদ আপনাদেরকে,0,0,0,1,0,0,0
38190,"আপনারা অনেক লাকি,",0,0,0,1,0,0,0
38191,কাওরান বাজারে বিক্রি হচ্ছে তাড়াতাড়ি জান মামি,0,1,0,0,0,0,0
38192,আপনার কি কি লাগবে ডিটেইলস দিন স্থানীয় প্রশাসন চাল-ডাল না দিলে আবার এখানেই তা প্রকাশ করুন,0,0,0,1,0,0,0
38193,ধন্যবাদ আপনাদের,0,0,0,1,0,0,0
38194,আল্লাহ সহায় হোন,0,0,0,1,0,0,0
38195,"এটা কী শুধু মিডিয়া কাভারেজ করা পর্যন্ত চলমান থাকবে?

নাকি গরিব অসহায়দের জন্য সারা বছর চলমান থাকবে?

যদি লোক দেখানোর জন্য নয় অসহায়দের সাহায্য করার জন্য এরকম উদ্যেগ নিয়ে থাকে তাহলে ধন্যবাদ।",0,1,0,1,0,0,0
38196,এভাবেই মানবতার জয় হউক।,0,0,0,1,0,0,0
38197,প্রশংসনীয়,0,0,0,1,0,0,0
38198,এমনটাই মনপ হয়,0,0,0,1,0,0,0
38200,মহৎ মানবেরা।,0,0,0,1,0,0,0
38201,"বলার ভাষা নেই, বর্তমান সময়ের অসাধারণ উদ্যোগ।",0,0,0,1,0,0,0
38202,সত্যিই প্রশংসনীয় উদ্যোগ,0,0,0,1,0,0,0
38203,"উনাদের মুখের হাসিগুলো
দেখছেন 
মনে হয় যেন পৃথিবীর জান্নাত 

#অনেক অনেক দোয়া ও ভালোবাসা রইলো পুরো টিমের জন্য",0,0,0,1,0,0,0
38204,প্রশংসনীয় কাজ,0,0,0,1,0,0,0
38205,অনেক দিন পরে আসল খবর দেখলাম ।,0,0,0,1,0,0,0
38207,অসাধারণ,0,0,0,1,0,0,0
38208,"সবই মহান রব্বুল আলামিন, রিজিকদাতা, মহান সৃষ্টিকর্তা, মহান আল্লাহর অপার কৃপা।",0,0,0,1,0,0,0
38211,ধন্যবাদ বিদ্যানন্দ কে,0,0,0,1,0,0,0
38212,সরকার বাহাদুর কে এটা থেকে শিক্ষা নেয়া দরকার।।,1,0,0,0,0,0,0
38213,মানুষ হইতে হবে এই যার পন।,0,0,0,1,0,0,0
38214,থ্যাংক ইউ ভাইয়া তোমাকে দেখে ভালো লাগলো,0,0,0,1,0,0,0
38216,অভিনন্দন বিদ্যানন্দ ফাউন্ডেশন কে।,0,0,0,1,0,0,0
38217,খুব সুন্দর !!,0,0,0,1,0,0,0
38218,তোমাদের হাজার হাজার সালাম,0,0,0,1,0,0,0
38219,ভালোবাসা রইলো,0,0,0,1,0,0,0
38220,ভালোবাসা,0,0,0,1,0,0,0
38221,"মহৎকর্ম, মহৎপ্রাণ,,",0,0,0,1,0,0,0
38222,মাশাআল্লাহ,0,0,0,1,0,0,0
38223,হাসি গুলো সুন্দর,0,0,0,1,0,0,0
38224,"উদ্যোগ টিকে সাধুবাদ জানাই।যারা উদ্যোগটি গ্রহণ করেছে,ওনাদের প্রতি শুভ কামনা রইল",0,0,0,1,0,0,0
38225,এই মানুষগুলোর মুখের হাসিতে প্রান জুরায়ে যায়।,0,0,0,1,0,0,0
38226,গুড জব,0,0,0,1,0,0,0
38227,"মাশাআল্লাহ
আলহামদুলিল্লাহ্ দোয়া করি এই ভাবেই গরীব দুঃখী মানুষের পাসে দাড়ান
আল্লাহ্ যেনো সেই তৌফিক দান করেন আমীন",0,0,0,1,0,0,0
38228,মহান আল্লাহ আপনাদের সহায় হউন,0,0,0,1,0,0,0
38231,যনগনের এমন হাঁসি বাংলাদেশ সরকারের দারা সম্ভব না,1,1,0,0,0,0,0
38232,"দোয়া,রইল,আপনাদের,জন্য,
মাহান,আল্লাহর,দরবারে,আমিন",0,0,0,1,0,0,0
38233,আমার সোনার বাংলা আমি তোমায় ভালোবাসি।,0,0,0,1,0,0,0
38234,মানুষ মানুষের জন্য,0,0,0,1,0,0,0
38235,অসংখ্য ধন্যবাদ আপনাকে,0,0,0,1,0,0,0
38237,যাকাত এভাবেই দিতে হয়।,0,0,0,1,0,0,0
38238,আলহামদুলিল্লাহ্ সুন্দর কিন্তু এইখানে গরীবের রূপ ধরে যদি বড়লোক যায় তাহলে কেমন চিনবে,0,0,0,1,0,0,0
38239,"সুন্দর একটা উদ্যোগ,,,গরীবের সুপার সপ।",0,0,0,1,0,0,0
38240,"সময়ের সেরা উদ্যোগ,সত্যিই অবিশ্বাস্য।",0,0,0,1,0,0,0
38241,এরাই সত্যিকারের মানুষের বন্ধু।,0,0,0,1,0,0,0
38242,মহান আল্লাহর দরবারে প্রর্থণা নেক হায়াত দান করুন তোমাদের। আমার সাধীন বাংলায় আজো আছে বির সে শেনার দামাল সোনা ছেলের দল। আল্লাহ তোমার দরবারে শুকরিয়া যানাই।,0,0,0,1,0,0,0
38243,ভালোবাসা অবিরাম,0,0,0,1,0,0,0
38244,মহৎ অবশ্যই। কিন্তু রূপকথার গল্পের মতো মনে হচ্ছে,0,0,0,1,0,0,0
38245,ধন্যবাদ জানানোর কোনো ভাষা নেই।,0,0,0,1,0,0,0
38246,আল্লাহ্ পাক আপনাদের কে দীর্ঘজীবী করুন,0,0,0,1,0,0,0
38247,মহান কাজ আলহামদুলিল্লাহ আল্লাহ আপনারা সবাইকে মঙ্গল করুন,0,0,0,1,0,0,0
38248,ফাইজলামির একটা লিমিট থাকা দরকার,0,0,0,1,0,0,0
38249,মুঘল আমলের ফিল পেলাম,0,0,0,1,0,0,0
38250,"হে আল্লাহ আপনি এই ভাইদের এমন
মহৎ কাজ সারাক্ষণ করে যেতে পারার
তৌফিক দান করুন।।
#আমীন",0,0,0,1,0,0,0
38251,কোন জায়গায় আমরা পেতে পারি,0,0,0,1,0,0,0
38252,জয় মানবতা,0,0,0,1,0,0,0
38254,চমৎকার উদ্দেগ,0,0,0,1,0,0,0
38255,দুই একদিন ভালা ভুরা খাওয়া লাভ কি আবার তো আগের পরিস্থিতিতে ফিরে যেতে হবে,0,1,0,0,0,0,0
38256,কোন দেশে এ গুজব??,0,1,0,0,0,0,0
38257,আপনাদেরকে ধন্যবাদ,0,0,0,1,0,0,0
38258,এই সিস্টেম টা যদি চট্টগ্রামের গ্রাম অঞ্চলে হত???????!!!!!!!!!!!!,0,0,0,1,0,0,0
38260,মা তোমাকে ধন্যবাদ।,0,0,0,1,0,0,0
38261,"সেলুট বস, আসল হিরোতো এরাই",0,0,0,1,0,0,0
38262,"বিক্রেতারা কিভাবে বিক্রি করছে এটা?
মানব সেবা না মানুষ গুলাকে শেষ বারি দিয়ে মারা।",0,1,0,0,0,0,0
38264,কত সুন্দর হাসি,0,0,0,1,0,0,0
38265,উনাদের সবাইকে খাদ্য মন্ত্রণালয়ের দায়িত্ব দিলে ঠিক হত,0,0,0,1,0,0,0
38267,ভালো লাগলো নিউজ টি দেখে,0,0,0,1,0,0,0
38268,সুন্দর হোক মানবতার দোয়ার,0,0,0,1,0,0,0
38269,এখানে ভিড় নেই কারন এখানে ভিড় করতে দেয়া হয় না। সবাইকে ই সারিবদ্ধভাবে সুযোগ দেয়া হয়। এখানে ভলান্টিয়াররা খুব ই আন্তরিক তাই দু-নাম্বারির সুযোগ নাই।,0,0,0,1,0,0,0
38270,", ভাই নেগেটিভ মেন্টালিটি নিয়ে বলিনি, এতো কমদামে কিন্তু বিক্রেতা অলস, অথচ টিসিবি ১২০০ টাকার জিনিস ৯০০ টাকায় দিলে ঘন্টার পর ঘন্টা অপেক্ষা করেও পাওয়া যায়না, আমি এটুকুই জানতে চেয়েছি, আপনার জানা থাকলে জানান, কোন পেইজে ঘুরে আসবো কি আসবো না, সেই উপদেশ দেয়ার দরকার কি?",0,0,0,1,0,0,0
38272,বাহ,0,0,0,1,0,0,0
38273,সংশ্লিষ্ট সবাইকে ধন্যবাদ।,0,0,0,1,0,0,0
38274,"এই মানুষগুলা জাতির জন্য লজ্জাকারক, ৩০০০ডলারের উপরে যাদের আয় তারা প্রকারান্তরে ভিক্ষার জন্য ওখানে যায় কেন?",0,1,0,0,0,0,0
38275,আলহামদুলিল্লাহ,0,0,0,1,0,0,0
38276,দেখে অনেক ভালো লাগছে।,0,0,0,1,0,0,0
38277,এরকম উৎসব সব সময় হওয়া উচিত,0,0,0,1,0,0,0
38278,"আলহামদুলিল্লাহ আল্লাহ আপনাদের বরকত দেক, এমন বাবে আরো দেয়ার তৌফিক দেক",0,0,0,1,0,0,0
38279,"মাশ্ আল্লাহ্ , এদের দে‌খে কিছু শেখা উচিত",0,0,0,1,0,0,0
38280,এদিন কি আপা কোনদিন দেখাবে,0,1,0,0,0,0,0
38281,মাসাআল্লাহ,0,0,0,1,0,0,0
38282,আল্লাহ তাদের জান্নাত দান করুন,0,0,0,1,0,0,0
38283,"এমন মহৎ উদ্যোগ,,,স্যালুড ভাই আপনাদের",0,0,0,1,0,0,0
38284,"এতো কম দামে তবুও কোনো ভিড় নাই ব্যাপারটা কি? টিসিবির গাড়ি তো ঢাকার প্রতিটি পয়েন্টে থাকে তবুও হুরোহুরি পারা পাড়ি, মারামারি, এইসব সংবাদ তামাসা ছাড়া আর কিছু না।",0,0,0,1,0,0,0
38285,আপনাদেরকে সালাম দিলাম,0,0,0,1,0,0,0
38286,এই মহৎ কাজটি খুব ভালো লাগলো,0,0,0,1,0,0,0
38287,"জানিনা কয়দিন চলবে এটা, তবে ভালো লাগলো এটা",0,0,0,1,0,0,0
38288,কোন যায়গায় দেয় ঠিকানা দেন আমার ও লাগবে,0,0,0,1,0,0,0
38289,আল্লাহ এই ভাইদের মনের উদ্দেশ্য পূরণ করুক,0,0,0,1,0,0,0
38290,আলহামদুলিল্লাহ মাশাআল্লাহ,0,0,0,1,0,0,0
38291,দেখে ভাল লাগলো ৷,0,0,0,1,0,0,0
38292,মহান আল্লাহ পাক সহায় হোক যাঁরা এই কাজের সাথে সম্পৃক্ত,0,0,0,1,0,0,0
38293,স্যালুট আপনাদেরকে,0,0,0,1,0,0,0
38294,বিদ্যানন্দ অনেক ভালোবাসা আপনাদের জন্ন্য সাথে দোয়া রইলো আপনাদের জন্ন্য,0,0,0,1,0,0,0
38295,সারাবছর দেশের ধনী মানুষ গুলো এমন উদ্যোগ নেয়া হয়। তাহলে বাংলাদেশে অনেক অভাব মুক্ত হবে। গরীব মানুষ গুলো অনেক সুন্দর ভাবে জীবন যাপন করতে পারবে।,0,0,0,1,0,0,0
38296,আল্লাহ তাদের এ উদ্যোগকে কবুল করুন,0,0,0,1,0,0,0
38297,এতো সহজ স্বপ্ন দেখছিনাতো?,0,0,0,1,0,0,0
38298,সুন্দর। সাথে থাকতে পারলে ভালো লাগতো,0,0,0,1,0,0,0
38299,"মাশা আল্লাহ্
আল্লাহ্ আপনাদের মঙ্গল করুক",0,0,0,1,0,0,0
38300,এটা কি সত্যি সত্যিই নাকি কল্পনা?,0,0,0,0,0,0,1
38301,এ কি দেখলাম,0,0,0,1,0,0,1
38302,বাজে কতা,0,1,0,0,0,0,0
38303,গরিবরা তো কিছু পাচ্ছে। কিন্তু মধ্যম পরিবাররা কাউকে কিছু বলতে পারেনা। তাদের জন্য কোনো উদ্যোগ আছে কি?,0,0,0,1,0,0,0
38304,মানুষের হাসি দেখে। মন টা বরে গেলো। ধন্যবাদ সবাই কে।,0,0,0,1,0,0,0
38305,সত্যি সুন্দর ৷ মহৎ কাজ,0,0,0,1,0,0,0
38306,মাশাআল্লাহ,0,0,0,1,0,0,0
38307,আল্লাহ তুমি এই রকম উদ্যোক্তাদের সহায়ক হও,0,0,0,1,0,0,0
38308,হে আল্লাহ তুমি আমার দ্বারা এমন দান কখন করাবে,0,0,0,1,0,0,0
38309,"২/৩ দিন দিবেন তার পর কি?
সারা জীবনের জন্য একটি সমাধান করে দিন পারলে",0,1,0,0,0,0,0
